"T #","Band #","State","Lake","Year Collected","Sex","Age","Hg","PLAS","LEUC"
526,"1118-16294","ME","Flagstaff",2019,"Female","ATY",3.3,NA,NA
518,"1118-16246","ME","Richardson",2019,"Female","ATY",2.8,NA,NA
535,"0689-09434","ME","Flagstaff",2019,"Female","ATY",2.6,NA,NA
529,"1118-16242","ME","Beaver Mountain",2019,"Female","ATY",2.5,NA,NA
532,"0689-09419","ME","Aziscohos",2019,"Female","ATY",2.2,NA,NA
537,"0689-09453","ME","Forest Lake",2019,"Female","ATY",2,NA,NA
521,"0689-09401","ME","Notched Pond",2019,"Female","ATY",1.9,NA,NA
522,"0689-09455","ME","Richardson",2019,"Female","ATY",1.9,NA,NA
501,"0649-08884","MA","Quabbin",2019,"Female","ATY",1.7,NA,NA
525,"0689-09452","ME","Rangeley Lake",2019,"Female","ATY",1.6,NA,NA
524,"1118-16202","ME","Richardson",2019,"Female","ATY",1.5,NA,NA
523,"0689-09463","ME","Richardson",2019,"Female","ATY",1.5,NA,NA
516,"1118-16243","ME","Kennebago",2019,"Female","ATY",1.5,NA,NA
502,"0649-08891","MA","Quabbin",2019,"Female","ATY",1.3,NA,NA
519,"1118-15987","ME","Loon Lake",2019,"Female","ATY",0.9,NA,NA
606,"1118-16226","NY","Oliver Pond",2019,"Female","ATY",NA,NA,NA
602,"0938-03416","NY","Lake Abanakee",2019,"Female","ATY",NA,NA,NA
536,"0689-09451","ME","Sturtevant Pond",2019,"Male","ATY",6.5,NA,NA
512,"0689-09421","ME","Little Sebago",2019,"Male","ATY",2.4,NA,NA
528,"0689-09414","ME","Raymond Pond",2019,"Male","ATY",2.2,NA,NA
531,"0689-09416","ME","Mooselookmeguntic",2019,"Male","ATY",2.1,NA,NA
600,"0938-44889","NY","Piercefield Flow",2019,"Male","ATY",NA,NA,NA
517,"1118-16206","ME","Beaver Pond",2019,"Hatch Year","HY",0.4,NA,NA
500,"1118-16250","MA","Hy-Crest Pond, MA",2019,"Hatch Year","HY",0.3,NA,NA
607,"UNNY-19007","NY","Little Green Pond",2019,"Hatch Year","HY",NA,NA,NA
597,"UNNY-19008","NY","Little Green Pond",2019,"Hatch Year","HY",NA,NA,NA
464,"1238-04739","NH","Lovell Lake",2019,"Hatch Year","HY",NA,NA,NA
530,"0689-09413","ME","Flagstaff",2019,"Female","ATY",2.8,NA,1
605,"1118-16228","NY","Little Green Pond",2019,"Female","ATY",NA,NA,1
598,"0968-87757","NY","Canada Lake",2019,"Female","ATY",NA,NA,1
454,"1238-04749","NH","White Pond",2019,"Female","ATY",NA,NA,1
453,"1118-15245","NH","Tuftonboro",2019,"Female","ATY",NA,NA,1
448,"1238-04734","NH","First Connecticut Lake",2019,"Female","ATY",NA,NA,1
445,"1118-16190","NH","Purity Lake",2019,"Female","ATY",NA,NA,1
443,"0669-21988","NH","Little Squam Lake",2019,"Female","ATY",NA,NA,1
442,"1118-16134","NH","Lake Sunapee",2019,"Female","ATY",NA,NA,1
440,"1118-16144","NH","White Lake",2019,"Female","ATY",NA,NA,1
439,"1238-04743","NH","Rochester",2019,"Female","ATY",NA,NA,1
604,"1118-16220","NY","Canada Lake",2019,"Male","ATY",NA,NA,1
603,"0938-61773","NY","Canada Lake",2019,"Male","ATY",NA,NA,1
601,"0669-21783","NY","Oliver Pond",2019,"Male","ATY",NA,NA,1
465,"1238-04729","NH","Eastman Pond",2019,"Male","ATY",NA,NA,1
461,"1238-04750","NH","Lake Kanasatka",2019,"Male","ATY",NA,NA,1
460,"1238-04730","NH","Spectacle Pond",2019,"Male","ATY",NA,NA,1
456,"1238-04736","NH","Winnipesaukee",2019,"Male","ATY",NA,NA,1
455,"1118-16137","NH","Tarleton Lake",2019,"Male","ATY",NA,NA,1
450,"1118-16130","NH","First Connecticut Lake",2019,"Male","ATY",NA,NA,1
447,"1118-16139","NH","Bearcamp Pond",2019,"Male","ATY",NA,NA,1
446,"0938-78739","NH","Purity Lake",2019,"Male","ATY",NA,NA,1
441,"1118-16124","NH","Lake Sunapee",2019,"Male","ATY",NA,NA,1
438,"1238-04745","NH","White Pond",2019,"Male","ATY",NA,NA,1
599,"UNNY-19006","NY","Woodruff Pond",2019,"Hatch Year","HY",NA,NA,1
527,"1118-16249","ME","Little Sebago",2019,"Female","ATY",1.8,1,1
466,"1118-16129","NH","Webster Lake",2019,"Female","ATY",NA,1,1
458,"1118-15253","NH","Winnipesaukee",2019,"Female","ATY",NA,1,1
452,"1238-04741","NH","Red Hill Pond",2019,"Female","ATY",NA,1,1
451,"1118-16123","NH","First Connecticut Lake",2019,"Female","ATY",NA,1,1
449,"1238-04737","NH","Perch Pond",2019,"Female","ATY",NA,1,1
596,"0898-09900","NY","Middle Saranac Lake",2019,"Male","ATY",NA,1,1
459,"1238-04735","NH","Winnipesaukee",2019,"Male","ATY",NA,1,1
444,"1238-04746","NH","Little Squam Lake",2019,"Male","ATY",NA,1,1
